id_vente,date_vente,client,produit,quantite,prix_unitaire,remise,montant_total,point_vente,mois,annee,semaine
V01590,2024-10-10,Nadia Mehdi,FLORAL INTENSE,1,395.24,10.0,395.24,Rabat Hay Riad,10,2024,41
V01591,2024-10-09,Amal Hassan,VANILLE INTENSE,2,513.03,0.0,1026.06,Rabat Hay Riad,10,2024,41
V01592,2025-09-24,Sara Bouziane,OUD ROYAL,1,702.64,0.0,702.64,Rabat Hay Riad,9,2025,39
V01593,2025-03-26,Nadia Zahra,ROSE ÉLÉGANCE,5,469.56,0.0,2347.8,Casablanca Anfa,3,2025,13
V01594,2024-09-22,Amal Benali,FLORAL INTENSE,5,417.47,20.0,2087.3500000000004,Rabat Agdal,9,2024,38
V01595,2024-12-24,Youssef El Amrani,JASMIN PURE,4,387.51,0.0,1550.04,Rabat Agdal,12,2024,52
V01596,2024-07-27,Mohamed Ouardi,FLORAL INTENSE,4,365.71,0.0,1462.84,Marrakech Gueliz,7,2024,30
V01597,2024-05-26,Sara Zahra,SANTAL SUAVE,3,531.85,0.0,1595.5500000000002,Casablanca Anfa,5,2024,21
V01598,2025-01-18,Imane Ait Ali,SANTAL SUAVE,1,512.63,0.0,512.63,Marrakech Gueliz,1,2025,3
V01599,2024-06-02,Nadia Benali,OUD ROYAL,5,706.72,15.0,3533.6000000000004,Agadir Marina,6,2024,22
V01600,2025-06-04,Nadia Zahra,MUSC BLANC,4,405.14,0.0,1620.56,Casablanca Anfa,6,2025,23
V01601,2024-06-02,Fatima El Amrani,OUD ROYAL,2,759.81,20.0,1519.62,Casablanca Anfa,6,2024,22
V01602,2025-07-15,Fatima Mehdi,OUD ROYAL,5,794.73,20.0,3973.65,Tanger Corniche,7,2025,29
V01603,2025-06-21,Omar Hassan,FLORAL INTENSE,3,375.6,20.0,1126.8000000000002,Marrakech Gueliz,6,2025,25
V01604,2024-09-06,Mohamed Bouziane,FLORAL INTENSE,2,396.47,0.0,792.94,Casablanca Anfa,9,2024,36
V01605,2024-09-03,Imane Rachid,FLORAL INTENSE,1,388.16,0.0,388.16,Casablanca Maarif,9,2024,36
V01606,2025-01-05,Imane Ouardi,MUSC BLANC,4,401.76,5.0,1607.04,Agadir Marina,1,2025,1
V01607,2024-05-08,Omar Bouziane,CITRUS BREEZE,5,330.62,20.0,1653.1,Marrakech Gueliz,5,2024,19
V01608,2024-10-20,Mohamed Zahra,OUD ROYAL,1,736.28,0.0,736.28,Rabat Agdal,10,2024,42
V01609,2025-08-12,Imane Bouziane,VANILLE INTENSE,4,451.55,0.0,1806.2,Tanger Corniche,8,2025,33
V01610,2024-09-26,Omar Hassan,OUD ROYAL,2,805.42,0.0,1610.84,Casablanca Maarif,9,2024,39
V01611,2024-06-19,Youssef Khadiri,JASMIN PURE,5,455.16,0.0,2275.8,Marrakech Gueliz,6,2024,25
V01612,2024-05-10,Fatima Mehdi,MUSC BLANC,3,351.05,15.0,1053.15,Agadir Marina,5,2024,19
V01613,2025-09-15,Nadia El Amrani,ROSE ÉLÉGANCE,1,471.49,15.0,471.49,Tanger Corniche,9,2025,38
V01614,2025-02-22,Imane Rachid,BOIS MYSTIQUE,4,624.01,0.0,2496.04,Casablanca Anfa,2,2025,8
V01615,2025-08-26,Omar El Amrani,VANILLE INTENSE,1,509.36,15.0,509.36,Casablanca Anfa,8,2025,35
V01616,2025-04-09,Fatima Zahra,AMBER NIGHT,2,681.18,20.0,1362.36,Marrakech Gueliz,4,2025,15
V01617,2024-04-09,Karim Ait Ali,AMBER NIGHT,3,618.57,0.0,1855.71,Agadir Marina,4,2024,15
V01618,2025-08-16,Omar Rachid,BOIS MYSTIQUE,3,586.09,0.0,1758.27,Rabat Agdal,8,2025,33
V01619,2024-02-12,Karim Rachid,JASMIN PURE,3,426.31,20.0,1278.93,Marrakech Gueliz,2,2024,7
V01620,2024-04-11,Mohamed Ait Ali,VANILLE INTENSE,1,478.78,0.0,478.78,Tanger Corniche,4,2024,15
V01621,2024-08-17,Lina Ait Ali,BOIS MYSTIQUE,5,630.42,5.0,3152.1,Casablanca Anfa,8,2024,33
V01622,2024-10-12,Lina El Amrani,MUSC BLANC,5,405.75,0.0,2028.75,Casablanca Maarif,10,2024,41
V01623,2025-09-04,Sara Mehdi,JASMIN PURE,2,378.56,0.0,757.12,Marrakech Gueliz,9,2025,36
V01624,2024-07-27,Amal Ouardi,CITRUS BREEZE,4,321.34,0.0,1285.36,Marrakech Gueliz,7,2024,30
V01625,2024-04-22,Youssef Hassan,CITRUS BREEZE,4,304.84,0.0,1219.36,Marrakech Gueliz,4,2024,17
V01626,2024-04-29,Mohamed El Amrani,MUSC BLANC,1,366.86,0.0,366.86,Marrakech Gueliz,4,2024,18
V01627,2024-10-09,Imane Mehdi,OUD ROYAL,3,808.84,0.0,2426.52,Tanger Corniche,10,2024,41
V01628,2024-04-12,Omar Zahra,MUSC BLANC,5,392.25,0.0,1961.25,Casablanca Anfa,4,2024,15
V01629,2024-01-09,Karim Khadiri,SANTAL SUAVE,4,590.93,5.0,2363.72,Casablanca Anfa,1,2024,2
V01630,2024-07-19,Amal Hassan,VANILLE INTENSE,4,531.39,0.0,2125.56,Marrakech Gueliz,7,2024,29
V01631,2024-05-14,Karim El Amrani,JASMIN PURE,2,378.27,0.0,756.54,Tanger Corniche,5,2024,20
V01632,2025-07-25,Nadia Bouziane,VANILLE INTENSE,1,491.82,10.0,491.82,Agadir Marina,7,2025,30
V01633,2025-01-24,Nadia Bouziane,FLORAL INTENSE,4,402.44,0.0,1609.76,Marrakech Gueliz,1,2025,4
V01634,2024-08-25,Amal Hassan,AMBER NIGHT,4,693.31,0.0,2773.24,Tanger Corniche,8,2024,34
V01635,2024-10-29,Youssef Bouziane,OUD ROYAL,3,737.94,0.0,2213.82,Marrakech Gueliz,10,2024,44
V01636,2024-09-10,Fatima El Amrani,VANILLE INTENSE,4,545.63,0.0,2182.52,Marrakech Gueliz,9,2024,37
V01637,2025-02-11,Lina Hassan,AMBER NIGHT,5,668.03,5.0,3340.1499999999996,Casablanca Maarif,2,2025,7
V01638,2024-10-24,Amal Mehdi,MUSC BLANC,4,346.62,15.0,1386.48,Marrakech Gueliz,10,2024,43
V01639,2024-11-21,Fatima Rachid,AMBER NIGHT,4,666.22,0.0,2664.88,Marrakech Gueliz,11,2024,47
V01640,2025-05-12,Karim Zahra,ROSE ÉLÉGANCE,3,445.29,5.0,1335.8700000000001,Agadir Marina,5,2025,20
V01641,2024-06-19,Omar Bouziane,OUD ROYAL,5,766.61,0.0,3833.05,Agadir Marina,6,2024,25
V01642,2025-07-06,Sara Benali,CITRUS BREEZE,1,337.95,15.0,337.95,Marrakech Gueliz,7,2025,27
V01643,2025-07-20,Youssef Benali,JASMIN PURE,2,408.42,5.0,816.84,Rabat Agdal,7,2025,29
V01644,2025-07-02,Fatima Bouziane,BOIS MYSTIQUE,2,649.28,15.0,1298.56,Tanger Corniche,7,2025,27
V01645,2024-08-08,Omar Bouziane,ROSE ÉLÉGANCE,1,481.09,0.0,481.09,Casablanca Maarif,8,2024,32
V01646,2025-05-28,Fatima Hassan,ROSE ÉLÉGANCE,2,430.48,0.0,860.96,Rabat Agdal,5,2025,22
V01647,2024-09-10,Sara Ait Ali,OUD ROYAL,4,773.29,0.0,3093.16,Rabat Hay Riad,9,2024,37
V01648,2024-10-03,Youssef El Amrani,OUD ROYAL,5,783.32,0.0,3916.6000000000004,Casablanca Maarif,10,2024,40
V01649,2024-01-16,Omar Ouardi,VANILLE INTENSE,1,523.59,0.0,523.59,Rabat Agdal,1,2024,3
V01650,2025-09-12,Amal Zahra,CITRUS BREEZE,5,335.58,10.0,1677.8999999999999,Marrakech Gueliz,9,2025,37
V01651,2025-04-14,Karim El Amrani,BOIS MYSTIQUE,5,596.57,10.0,2982.8500000000004,Tanger Corniche,4,2025,16
V01652,2024-04-05,Karim Rachid,JASMIN PURE,3,418.6,0.0,1255.8000000000002,Agadir Marina,4,2024,14
V01653,2024-09-07,Fatima Benali,AMBER NIGHT,4,741.4,0.0,2965.6,Casablanca Anfa,9,2024,36
V01654,2024-04-20,Imane Bouziane,SANTAL SUAVE,1,538.71,5.0,538.71,Tanger Corniche,4,2024,16
V01655,2025-01-13,Imane Ouardi,OUD ROYAL,3,724.87,0.0,2174.61,Casablanca Maarif,1,2025,3
V01656,2025-07-28,Lina Bouziane,AMBER NIGHT,5,646.0,0.0,3230.0,Tanger Corniche,7,2025,31
V01657,2025-09-23,Imane Mehdi,SANTAL SUAVE,2,501.48,0.0,1002.96,Marrakech Gueliz,9,2025,39
V01658,2025-02-25,Amal Zahra,VANILLE INTENSE,1,482.14,20.0,482.14,Agadir Marina,2,2025,9
V01659,2025-02-20,Sara Ait Ali,MUSC BLANC,5,402.4,0.0,2012.0,Tanger Corniche,2,2025,8
V01660,2024-11-16,Karim Zahra,AMBER NIGHT,4,681.96,0.0,2727.84,Casablanca Maarif,11,2024,46
V01661,2025-03-11,Youssef Rachid,VANILLE INTENSE,1,466.21,0.0,466.21,Rabat Agdal,3,2025,11
V01662,2024-07-21,Imane El Amrani,ROSE ÉLÉGANCE,4,449.57,0.0,1798.28,Tanger Corniche,7,2024,29
V01663,2024-05-23,Omar Rachid,CITRUS BREEZE,1,306.99,0.0,306.99,Marrakech Gueliz,5,2024,21
V01664,2024-10-04,Omar Zahra,SANTAL SUAVE,3,557.02,0.0,1671.06,Rabat Agdal,10,2024,40
V01665,2024-10-24,Omar Bouziane,SANTAL SUAVE,3,552.13,10.0,1656.3899999999999,Tanger Corniche,10,2024,43
V01666,2025-04-18,Karim Zahra,VANILLE INTENSE,2,502.44,0.0,1004.88,Casablanca Maarif,4,2025,16
V01667,2024-11-21,Fatima Khadiri,VANILLE INTENSE,4,456.7,0.0,1826.8,Marrakech Gueliz,11,2024,47
V01668,2024-07-11,Karim El Amrani,JASMIN PURE,4,405.81,0.0,1623.24,Agadir Marina,7,2024,28
V01669,2025-04-24,Nadia Khadiri,OUD ROYAL,3,770.45,5.0,2311.3500000000004,Marrakech Gueliz,4,2025,17
V01670,2024-01-15,Karim Ait Ali,BOIS MYSTIQUE,4,610.14,10.0,2440.56,Marrakech Gueliz,1,2024,3
V01671,2025-10-01,Fatima Ait Ali,JASMIN PURE,5,431.89,5.0,2159.45,Casablanca Maarif,10,2025,40
V01672,2025-08-29,Lina El Amrani,MUSC BLANC,3,355.55,20.0,1066.65,Casablanca Maarif,8,2025,35
V01673,2024-05-09,Omar Ouardi,CITRUS BREEZE,3,324.84,20.0,974.52,Agadir Marina,5,2024,19
V01674,2024-10-10,Nadia Hassan,MUSC BLANC,2,342.2,5.0,684.4,Rabat Agdal,10,2024,41
V01675,2024-04-03,Nadia Khadiri,VANILLE INTENSE,2,497.55,0.0,995.1,Marrakech Gueliz,4,2024,14
V01676,2024-03-20,Sara Khadiri,JASMIN PURE,4,413.73,0.0,1654.92,Marrakech Gueliz,3,2024,12
V01677,2024-11-05,Omar El Amrani,MUSC BLANC,5,371.89,0.0,1859.4499999999998,Casablanca Anfa,11,2024,45
V01678,2025-04-30,Mohamed Ait Ali,JASMIN PURE,3,422.58,20.0,1267.74,Rabat Hay Riad,4,2025,18
V01679,2024-08-07,Lina Ait Ali,VANILLE INTENSE,4,506.05,0.0,2024.2,Casablanca Anfa,8,2024,32
V01680,2024-09-13,Youssef Mehdi,CITRUS BREEZE,3,299.39,15.0,898.17,Rabat Hay Riad,9,2024,37
V01681,2025-04-22,Mohamed Rachid,MUSC BLANC,5,384.54,5.0,1922.7,Tanger Corniche,4,2025,17
V01682,2025-01-18,Lina Benali,MUSC BLANC,4,369.44,5.0,1477.76,Casablanca Maarif,1,2025,3
V01683,2025-08-23,Amal Zahra,OUD ROYAL,3,812.37,0.0,2437.11,Casablanca Maarif,8,2025,34
V01684,2025-09-13,Amal Benali,BOIS MYSTIQUE,4,587.8,10.0,2351.2,Marrakech Gueliz,9,2025,37
V01685,2024-02-28,Nadia Benali,AMBER NIGHT,5,697.98,0.0,3489.9,Rabat Agdal,2,2024,9
V01686,2025-04-29,Omar El Amrani,ROSE ÉLÉGANCE,3,407.6,0.0,1222.8000000000002,Casablanca Anfa,4,2025,18
V01687,2024-06-30,Lina El Amrani,CITRUS BREEZE,1,291.59,0.0,291.59,Marrakech Gueliz,6,2024,26
V01688,2024-04-09,Omar Ait Ali,MUSC BLANC,5,398.05,15.0,1990.25,Rabat Hay Riad,4,2024,15
V01689,2024-11-20,Lina Ouardi,FLORAL INTENSE,5,361.13,0.0,1805.65,Tanger Corniche,11,2024,47
V01690,2024-03-03,Youssef Bouziane,JASMIN PURE,2,439.23,0.0,878.46,Rabat Agdal,3,2024,9
V01691,2025-03-30,Sara Ait Ali,SANTAL SUAVE,2,570.76,0.0,1141.52,Rabat Agdal,3,2025,13
V01692,2024-01-04,Amal Ait Ali,JASMIN PURE,3,387.89,0.0,1163.67,Agadir Marina,1,2024,1
V01693,2024-03-29,Nadia Hassan,OUD ROYAL,1,812.7,0.0,812.7,Casablanca Anfa,3,2024,13
V01694,2024-03-29,Lina Zahra,SANTAL SUAVE,1,579.34,0.0,579.34,Rabat Agdal,3,2024,13
V01695,2025-01-18,Imane El Amrani,MUSC BLANC,3,405.64,5.0,1216.92,Casablanca Anfa,1,2025,3
V01696,2024-05-15,Amal Benali,CITRUS BREEZE,3,299.39,0.0,898.17,Agadir Marina,5,2024,20
V01697,2024-11-19,Fatima Bouziane,MUSC BLANC,3,409.15,0.0,1227.4499999999998,Marrakech Gueliz,11,2024,47
V01698,2024-09-22,Imane Ait Ali,OUD ROYAL,4,728.27,15.0,2913.08,Marrakech Gueliz,9,2024,38
V01699,2025-06-19,Imane Khadiri,ROSE ÉLÉGANCE,5,439.71,0.0,2198.5499999999997,Agadir Marina,6,2025,25
V01700,2024-08-03,Fatima Zahra,BOIS MYSTIQUE,2,581.06,0.0,1162.12,Agadir Marina,8,2024,31
V01701,2024-10-02,Youssef Mehdi,MUSC BLANC,3,358.59,10.0,1075.77,Casablanca Maarif,10,2024,40
V01702,2024-04-28,Omar Khadiri,AMBER NIGHT,2,675.55,15.0,1351.1,Marrakech Gueliz,4,2024,17
V01703,2025-07-31,Fatima Ouardi,ROSE ÉLÉGANCE,3,468.12,15.0,1404.3600000000001,Rabat Hay Riad,7,2025,31
V01704,2024-01-09,Lina Rachid,AMBER NIGHT,3,657.79,0.0,1973.37,Rabat Agdal,1,2024,2
V01705,2025-01-01,Amal Khadiri,AMBER NIGHT,5,637.32,0.0,3186.6000000000004,Tanger Corniche,1,2025,1
V01706,2025-09-23,Imane Ouardi,SANTAL SUAVE,4,575.41,0.0,2301.64,Rabat Hay Riad,9,2025,39
V01707,2024-09-06,Amal Zahra,SANTAL SUAVE,3,548.08,0.0,1644.2400000000002,Marrakech Gueliz,9,2024,36
V01708,2024-02-11,Karim Mehdi,OUD ROYAL,4,738.88,10.0,2955.52,Agadir Marina,2,2024,6
V01709,2025-02-14,Nadia Benali,VANILLE INTENSE,5,466.64,10.0,2333.2,Agadir Marina,2,2025,7
V01710,2025-06-20,Karim Ouardi,VANILLE INTENSE,2,516.34,0.0,1032.68,Casablanca Maarif,6,2025,25
V01711,2024-11-12,Lina Zahra,AMBER NIGHT,4,634.49,0.0,2537.96,Casablanca Anfa,11,2024,46
V01712,2024-05-31,Karim Khadiri,BOIS MYSTIQUE,3,549.65,5.0,1648.9499999999998,Rabat Hay Riad,5,2024,22
V01713,2024-07-27,Fatima El Amrani,MUSC BLANC,2,394.04,15.0,788.08,Casablanca Maarif,7,2024,30
V01714,2025-05-03,Lina Zahra,OUD ROYAL,4,757.47,0.0,3029.88,Casablanca Anfa,5,2025,18
V01715,2024-08-05,Imane Rachid,AMBER NIGHT,2,715.78,0.0,1431.56,Tanger Corniche,8,2024,32
V01716,2024-05-11,Mohamed Khadiri,CITRUS BREEZE,3,345.47,0.0,1036.41,Agadir Marina,5,2024,19
V01717,2025-02-07,Omar El Amrani,FLORAL INTENSE,4,413.59,20.0,1654.36,Casablanca Maarif,2,2025,6
V01718,2024-08-15,Nadia Khadiri,MUSC BLANC,3,369.53,0.0,1108.59,Rabat Hay Riad,8,2024,33
V01719,2024-01-02,Nadia Ouardi,CITRUS BREEZE,1,329.32,0.0,329.32,Tanger Corniche,1,2024,1
V01720,2024-07-11,Sara Bouziane,BOIS MYSTIQUE,4,551.14,0.0,2204.56,Casablanca Anfa,7,2024,28
V01721,2024-07-03,Fatima Khadiri,BOIS MYSTIQUE,3,586.42,0.0,1759.2599999999998,Casablanca Maarif,7,2024,27
V01722,2024-09-24,Fatima Khadiri,VANILLE INTENSE,4,518.23,0.0,2072.92,Tanger Corniche,9,2024,39
V01723,2024-03-25,Mohamed El Amrani,CITRUS BREEZE,1,298.3,0.0,298.3,Agadir Marina,3,2024,13
V01724,2025-06-03,Fatima Hassan,ROSE ÉLÉGANCE,4,463.84,0.0,1855.36,Tanger Corniche,6,2025,23
V01725,2024-02-25,Amal Rachid,BOIS MYSTIQUE,1,612.44,0.0,612.44,Agadir Marina,2,2024,8
V01726,2025-01-16,Imane Zahra,JASMIN PURE,3,387.38,0.0,1162.1399999999999,Tanger Corniche,1,2025,3
V01727,2025-06-28,Fatima El Amrani,VANILLE INTENSE,1,483.71,20.0,483.71,Marrakech Gueliz,6,2025,26
V01728,2024-07-21,Omar Ouardi,AMBER NIGHT,4,618.6,10.0,2474.4,Casablanca Maarif,7,2024,29
V01729,2024-05-04,Imane Hassan,FLORAL INTENSE,1,431.13,15.0,431.13,Marrakech Gueliz,5,2024,18
V01730,2025-03-11,Mohamed Ait Ali,ROSE ÉLÉGANCE,5,429.05,10.0,2145.25,Marrakech Gueliz,3,2025,11
V01731,2025-03-03,Sara Hassan,FLORAL INTENSE,3,410.88,20.0,1232.6399999999999,Casablanca Maarif,3,2025,10
V01732,2024-12-31,Sara Mehdi,CITRUS BREEZE,2,299.21,0.0,598.42,Casablanca Maarif,12,2024,1
V01733,2024-05-09,Lina Hassan,CITRUS BREEZE,3,310.1,0.0,930.3000000000001,Casablanca Anfa,5,2024,19
V01734,2025-09-24,Karim Mehdi,SANTAL SUAVE,4,499.47,15.0,1997.88,Marrakech Gueliz,9,2025,39
V01735,2024-02-09,Lina Ouardi,OUD ROYAL,4,751.89,0.0,3007.56,Marrakech Gueliz,2,2024,6
V01736,2024-11-05,Fatima Rachid,ROSE ÉLÉGANCE,2,490.53,10.0,981.06,Casablanca Anfa,11,2024,45
V01737,2024-03-22,Fatima El Amrani,MUSC BLANC,5,361.83,10.0,1809.1499999999999,Agadir Marina,3,2024,12
V01738,2025-06-10,Omar Bouziane,ROSE ÉLÉGANCE,3,456.6,5.0,1369.8000000000002,Rabat Hay Riad,6,2025,24
V01739,2025-03-23,Amal Khadiri,BOIS MYSTIQUE,5,620.57,20.0,3102.8500000000004,Tanger Corniche,3,2025,12
V01740,2024-07-04,Amal Ait Ali,ROSE ÉLÉGANCE,4,423.64,0.0,1694.56,Casablanca Anfa,7,2024,27
V01741,2024-05-12,Amal Ait Ali,AMBER NIGHT,5,719.48,15.0,3597.4,Casablanca Maarif,5,2024,19
V01742,2024-08-14,Karim Benali,FLORAL INTENSE,2,365.1,10.0,730.2,Casablanca Anfa,8,2024,33
V01743,2025-09-15,Imane Ouardi,CITRUS BREEZE,5,309.04,0.0,1545.2,Tanger Corniche,9,2025,38
V01744,2025-07-25,Sara Zahra,FLORAL INTENSE,3,387.71,0.0,1163.1299999999999,Rabat Agdal,7,2025,30
V01745,2025-04-18,Imane Bouziane,JASMIN PURE,2,434.53,10.0,869.06,Tanger Corniche,4,2025,16
V01746,2024-02-03,Nadia El Amrani,AMBER NIGHT,5,745.95,0.0,3729.75,Rabat Agdal,2,2024,5
V01747,2025-06-26,Mohamed Ait Ali,BOIS MYSTIQUE,3,594.18,0.0,1782.54,Casablanca Maarif,6,2025,26
V01748,2024-06-08,Nadia Ouardi,VANILLE INTENSE,5,485.16,0.0,2425.8,Tanger Corniche,6,2024,23
V01749,2024-01-24,Amal Mehdi,AMBER NIGHT,2,663.04,0.0,1326.08,Rabat Agdal,1,2024,4
V01750,2025-01-22,Nadia El Amrani,OUD ROYAL,4,707.75,0.0,2831.0,Agadir Marina,1,2025,4
V01751,2024-10-23,Lina Khadiri,CITRUS BREEZE,5,314.15,5.0,1570.75,Tanger Corniche,10,2024,43
V01752,2025-09-05,Amal Zahra,FLORAL INTENSE,1,413.14,15.0,413.14,Agadir Marina,9,2025,36
V01753,2025-07-02,Omar Rachid,MUSC BLANC,4,379.61,0.0,1518.44,Marrakech Gueliz,7,2025,27
V01754,2025-04-05,Lina Khadiri,CITRUS BREEZE,3,288.21,15.0,864.6299999999999,Rabat Hay Riad,4,2025,14
V01755,2025-04-20,Lina El Amrani,CITRUS BREEZE,5,329.8,0.0,1649.0,Tanger Corniche,4,2025,16
V01756,2024-07-12,Sara Ouardi,MUSC BLANC,2,388.34,0.0,776.68,Casablanca Maarif,7,2024,28
V01757,2025-09-05,Nadia Rachid,ROSE ÉLÉGANCE,3,459.88,0.0,1379.6399999999999,Agadir Marina,9,2025,36
V01758,2025-04-28,Youssef Zahra,ROSE ÉLÉGANCE,5,484.52,0.0,2422.6,Agadir Marina,4,2025,18
V01759,2025-06-07,Karim Khadiri,AMBER NIGHT,3,710.34,5.0,2131.02,Rabat Agdal,6,2025,23
V01760,2025-04-28,Karim Zahra,VANILLE INTENSE,3,456.48,0.0,1369.44,Rabat Agdal,4,2025,18
V01761,2025-08-14,Imane Hassan,MUSC BLANC,5,375.72,5.0,1878.6000000000001,Rabat Hay Riad,8,2025,33
V01762,2024-06-30,Imane Mehdi,OUD ROYAL,5,800.68,0.0,4003.3999999999996,Rabat Agdal,6,2024,26
V01763,2025-04-18,Youssef Benali,ROSE ÉLÉGANCE,4,483.04,0.0,1932.16,Rabat Hay Riad,4,2025,16
V01764,2025-01-29,Youssef Rachid,BOIS MYSTIQUE,5,554.52,20.0,2772.6,Casablanca Anfa,1,2025,5
V01765,2025-06-30,Sara Hassan,AMBER NIGHT,1,651.84,0.0,651.84,Rabat Hay Riad,6,2025,27
V01766,2024-02-10,Mohamed Rachid,JASMIN PURE,4,414.0,0.0,1656.0,Casablanca Maarif,2,2024,6
V01767,2024-05-29,Amal Ouardi,OUD ROYAL,2,729.97,15.0,1459.94,Rabat Agdal,5,2024,22
V01768,2024-09-05,Imane Bouziane,BOIS MYSTIQUE,1,579.6,0.0,579.6,Tanger Corniche,9,2024,36
V01769,2025-05-18,Karim Ait Ali,FLORAL INTENSE,3,415.14,15.0,1245.42,Rabat Hay Riad,5,2025,20
V01770,2025-04-06,Amal Ouardi,BOIS MYSTIQUE,5,544.29,0.0,2721.45,Rabat Agdal,4,2025,14
V01771,2025-06-18,Amal Benali,MUSC BLANC,3,384.83,10.0,1154.49,Marrakech Gueliz,6,2025,25
V01772,2024-06-11,Nadia Ait Ali,AMBER NIGHT,4,703.57,0.0,2814.28,Casablanca Anfa,6,2024,24
V01773,2024-05-11,Lina Ouardi,BOIS MYSTIQUE,4,570.88,5.0,2283.52,Casablanca Maarif,5,2024,19
V01774,2024-08-04,Nadia Ait Ali,VANILLE INTENSE,5,451.21,15.0,2256.0499999999997,Casablanca Anfa,8,2024,31
V01775,2025-06-04,Omar Rachid,AMBER NIGHT,5,734.4,15.0,3672.0,Casablanca Anfa,6,2025,23
V01776,2024-06-08,Nadia Mehdi,FLORAL INTENSE,5,389.95,0.0,1949.75,Casablanca Anfa,6,2024,23
V01777,2024-06-22,Omar Hassan,VANILLE INTENSE,4,539.71,0.0,2158.84,Casablanca Anfa,6,2024,25
V01778,2024-03-07,Mohamed Bouziane,BOIS MYSTIQUE,2,566.92,10.0,1133.84,Agadir Marina,3,2024,10
V01779,2024-05-02,Karim Zahra,AMBER NIGHT,4,689.44,0.0,2757.76,Rabat Hay Riad,5,2024,18
V01780,2025-06-20,Karim Bouziane,FLORAL INTENSE,1,391.88,0.0,391.88,Marrakech Gueliz,6,2025,25
V01781,2025-06-03,Youssef Ait Ali,JASMIN PURE,5,449.11,0.0,2245.55,Rabat Hay Riad,6,2025,23
V01782,2024-03-22,Sara Hassan,SANTAL SUAVE,5,522.28,10.0,2611.3999999999996,Rabat Hay Riad,3,2024,12
V01783,2024-07-06,Karim Bouziane,AMBER NIGHT,2,617.47,20.0,1234.94,Marrakech Gueliz,7,2024,27
V01784,2025-07-19,Amal El Amrani,MUSC BLANC,1,410.87,0.0,410.87,Agadir Marina,7,2025,29
V01785,2024-11-06,Sara Bouziane,MUSC BLANC,2,386.51,20.0,773.02,Tanger Corniche,11,2024,45
V01786,2025-04-20,Youssef Mehdi,ROSE ÉLÉGANCE,3,476.1,0.0,1428.3000000000002,Rabat Agdal,4,2025,16
V01787,2025-05-04,Youssef Hassan,OUD ROYAL,4,704.61,0.0,2818.44,Agadir Marina,5,2025,18
V01788,2024-08-08,Nadia Hassan,BOIS MYSTIQUE,5,541.15,0.0,2705.75,Rabat Hay Riad,8,2024,32
V01789,2024-04-24,Imane Bouziane,SANTAL SUAVE,5,578.11,0.0,2890.55,Marrakech Gueliz,4,2024,17
V01790,2025-02-20,Nadia Ait Ali,AMBER NIGHT,2,656.69,0.0,1313.38,Agadir Marina,2,2025,8
V01791,2024-10-17,Amal Ait Ali,JASMIN PURE,2,406.66,0.0,813.32,Agadir Marina,10,2024,42
V01792,2024-11-12,Imane El Amrani,VANILLE INTENSE,4,450.65,0.0,1802.6,Tanger Corniche,11,2024,46
V01793,2025-05-22,Lina Khadiri,OUD ROYAL,4,775.95,0.0,3103.8,Rabat Hay Riad,5,2025,21
V01794,2025-03-29,Mohamed Mehdi,VANILLE INTENSE,2,527.88,5.0,1055.76,Rabat Agdal,3,2025,13
V01795,2024-11-10,Omar Ait Ali,FLORAL INTENSE,5,397.75,10.0,1988.75,Agadir Marina,11,2024,45
V01796,2024-08-03,Nadia Khadiri,FLORAL INTENSE,2,375.35,0.0,750.7,Rabat Hay Riad,8,2024,31
V01797,2024-06-24,Lina Ouardi,VANILLE INTENSE,3,545.67,0.0,1637.0099999999998,Casablanca Anfa,6,2024,26
V01798,2025-09-01,Fatima Ait Ali,MUSC BLANC,3,377.87,10.0,1133.6100000000001,Marrakech Gueliz,9,2025,36
V01799,2024-05-28,Amal Zahra,FLORAL INTENSE,3,395.98,0.0,1187.94,Agadir Marina,5,2024,22
V01800,2025-02-06,Fatima Benali,CITRUS BREEZE,1,350.0,15.0,350.0,Casablanca Anfa,2,2025,6
V01801,2024-05-23,Imane Ait Ali,ROSE ÉLÉGANCE,2,423.77,10.0,847.54,Marrakech Gueliz,5,2024,21
V01802,2025-01-17,Sara Zahra,CITRUS BREEZE,4,308.84,0.0,1235.36,Casablanca Anfa,1,2025,3
V01803,2024-07-23,Karim Ouardi,JASMIN PURE,4,449.94,0.0,1799.76,Casablanca Maarif,7,2024,30
V01804,2024-09-05,Lina Zahra,AMBER NIGHT,5,675.9,0.0,3379.5,Rabat Hay Riad,9,2024,36
V01805,2025-02-03,Imane Bouziane,BOIS MYSTIQUE,5,610.33,0.0,3051.65,Casablanca Maarif,2,2025,6
V01806,2024-02-27,Mohamed Ait Ali,JASMIN PURE,3,414.8,10.0,1244.4,Casablanca Maarif,2,2024,9
V01807,2025-04-28,Lina El Amrani,FLORAL INTENSE,4,425.94,0.0,1703.76,Agadir Marina,4,2025,18
V01808,2024-11-02,Nadia Bouziane,JASMIN PURE,1,414.81,15.0,414.81,Agadir Marina,11,2024,44
V01809,2025-07-13,Amal Mehdi,JASMIN PURE,3,435.92,0.0,1307.76,Rabat Hay Riad,7,2025,28
V01810,2024-03-10,Mohamed Zahra,AMBER NIGHT,2,637.04,0.0,1274.08,Rabat Agdal,3,2024,10
